player_id,name,query_used,match_status,athlete_id,matched_name,matched_club,position_3cat,formation_position_name,formation_position_short,height_365,candidates
P014015,"BACOT JR., ARMANDO",Armando Bacot Jr.,ambiguous,,,,,,,,"53535:Anthony Davis:Washington Wizards; 53376:Kelly Oubre Jr.:Indiana Pacers; 71336:RJ Barrett:Toronto Raptors; 53622:Dennis Smith Jr.:None; 53697:Mike Conley:Boston Celtics; 71381:Kevin Porter Jr.:Milwaukee Bucks; 53509:Tim Hardaway Jr.:Miami Heat; 53563:Larry Nance Jr.:Indiana Pacers; 71333:Derrick Jones Jr.:Los Angeles Clippers; 64217:Gary Trent Jr.:Milwaukee Bucks; 53391:O.G. Anunoby:New York Knicks; 64131:Wendell Carter Jr.:Orlando Magic; 64230:Troy Brown Jr.:ADELAIDE 36ers; 64158:Danuel House Jr.:None; 64435:Derrick Walton Jr.:None; 64146:Bruce Brown Jr.:Denver Nuggets; 71522:Zach Norvell Jr.:None; 71468:Michael Porter Jr.:Brooklyn Nets; 64174:Jaren Jackson Jr.:Utah Jazz; 89245:Jaime Jaquez Jr.:Milwaukee Bucks; 108593:Jabari Smith Jr.:Houston Rockets; 109909:Scotty Pippen Jr.:Memphis Grizzlies; 102913:Jeff Dowtin Jr.:None; 53378:Otto Porter Jr.:None; 100272:Brandon Boston Jr.:None; 123123:Nick Smith Jr.:Los Angeles Lakers; 113229:Kenneth Lofton Jr.:Shanghai Sharks; 85982:K.J. Martin:None; 89135:Vince Williams Jr.:Utah Jazz; 89354:Terrence Shannon Jr.:Minnesota Timberwolves; 89962:Andre Jackson:Milwaukee Bucks; 113105:Patrick Baldwin Jr.:Crvena Zvezda; 148736:Walter Clayton Jr.:Memphis Grizzlies; 89376:Duane Washington Jr.:Bayern Munich; 89229:Marcus Bingham Jr.:Fenerbahçe; 89184:Craig Porter Jr.:Cleveland Cavaliers; 189924:RJ Luis Jr.:LSU; 108543:Tyty Washington Jr.:Los Angeles Clippers; 89649:Ron Harper Jr.:Boston Celtics; 102903:David Duke Jr.:Baxi Manresa; 226256:Darius Acuff Jr.:Sacramento Kings; 89506:Ferron Flavors Jr.:None; 86263:Kira Lewis Jr.:None; 108673:Wendell Moore Jr.:Virtus Bologna; 71443:Charlie Brown Jr.:None; 86043:Vernon Carey Jr.:None; 89353:Kevin McCullar:New York Knicks; 226248:Mikel Brown Jr.:Brooklyn Nets; 189043:Labaron Philon Jr.:Philadelphia 76ers; 108750:DJ Burns:Bnei Hertzliya; 226114:Chris Cenac Jr.:Boston Celtics; 90178:Chaundee Brown Jr.:London Lions; 105139:Wes Unseld Jr.:None; 102893:Scottie James Jr.:Tianjin Gold Lions; 102888:Ronnie Harrell:Aris Bsa; 109631:John Butler:None; 102960:RJ Nembhard:None; 83904:Kyle Allman:Turk Telekom; 146964:Jeremy Fears:Michigan State; 146408:D.J. Wagner:Maryland; 102921:Derrick Alston Jr.:Virtus Bologna; 104582:Derek Cooke:None; 89711:James Baker, Jr.:None; 128096:Joe Munden Jr.:Fairleigh Dickinson; 85946:Zu Jr:Franca; 108595:Wendell Green Jr.:None; 218941:Mike Dunleavy Jr.:Golden State Warriors; 108710:Corey Floyd,Jr.:Providence; 122889:Tarris Reed Jr.:San Antonio Spurs; 123654:Roddy Gayle Jr.:Michigan; 190876:Morez Johnson Jr.:Dallas Mavericks; 89210:James Lewis Jr.:Appalachian State; 108562:KJ Adams Jr.:None; 121939:Anthony Cowan:Mersin Buyuksehir; 89142:Corey Douglas Jr.:None; 89812:Dajuan Harris Jr.:Iowa Wolves; 102915:D.J. Stewart Jr.:Baskonia Vitoria; 110071:Phlandrous Fleming Jr.:Nancy; 64202:Melvin Frazier Jr.:None; 189917:John Mobley:Ohio State; 89568:Fabian White Jr.:Galatasaray; 108557:Kyle Cuffe Jr.:Syracuse; 148874:Kwame Evans Jr.:Oregon; 108540:Keion Brooks Jr.:None; 109615:Jameer Nelson Jr.:Stockton Kings; 128115:Greg Williams Jr.:Louisiana; 89746:Russell Jones Jr.:Winthrop; 90048:Royce Hamm Jr.:Trabzonspor Medical Park; 124278:Jamal Mashburn Jr.:Long Island Nets; 147565:Marcus Adams Jr.:None; 155600:Melvin Council:Kansas; 199922:Shizz Alston Jr.:Hapoel Afula; 225957:Kennard Davis Jr.:BYU; 89337:Tim Perry Jr.:Drexel; 89826:Kim Aiken Jr.:None; 89946:Jovan Blacksher Jr.:None; 128624:Desmond Cambridge Jr.:San Diego Clippers; 148131:Jamie Kaiser Jr.:None; 89146:Adrian Baldwin Jr.:None; 89313:Edgar Padilla Jr.:None; 89334:Lamar Oden, Jr.:Drexel; 89486:Corey Walker Jr.:None; 89668:Keith Dinwiddie Jr.:None; 109339:Chuck O'Bannon Jr.:None; 120856:Michael Foster Jr.:None; 122959:Ernest Udeh Jr.:Miami; 123408:Andre Johnson Jr.:None; 124181:Shawn Jones Jr.:Mississippi State; 148188:Silas Demary Jr.:UConn; 148415:Wilguens Jr. Exacte:Utah; 148905:Shawn Phillips Jr.:Missouri; 172188:Jackson Jr.:São José; 185431:Joe Lual-Acuil Jr.:Perth; 192604:Wesley Cardet:Providence; 224904:Darrell Davis:Malvin; 227012:Abdi Bashir Jr.:LSU; 235184:Damon Howard Jr.:Tennessee State; 90172:Brandon Johns Jr.:Bc Lulea; 109841:Dante Maddox Jr.:Xavier; 84193:Walt Lemon Jr:Shanxi Brave Dragons; 89586:Franklyn Penn Jr.:Cleveland State; 89603:Eric Hunter Jr.:None; 89716:KJ Hunt, Jr.:None; 90011:Michael Brown, Jr.:Ohio; 90072:Eric Williams Jr.:Correcaminos UAT; 108555:Ramon Walker Jr.:Houston; 109288:Jahmar Young Jr.:None; 109333:Mike Miles Jr.:Paisas; 109346:Jimmy Nichols Jr.:None; 109357:Rodney Miller Jr.:None; 109427:Setric Millner Jr.:Toledo; 109584:Luis Hurtado Jr.:None; 109739:Will McNair Jr.:Science City Jena; 109753:Bryan Trimble Jr.:None; 109806:Tony Sanders Jr.:Notre Dame; 123165:Cedric Henderson Jr.:Siauliai; 123424:David Jenkins Jr.:None; 123429:Fred Thatch Jr.:None; 123433:Larry Hughes Jr.:None; 124152:Michael Collins Jr.:Utah State; 124177:Jamel Horton Jr.:None; 148326:Michael Hueitt Jr.:None; 148328:Marlon Barnes Jr.:Pittsburgh; 149657:Jemarl Baker Jr.:Svendborg Rabbits; 182640:C.J. Penha:Pinheiros; 189892:Igor Milicic Jr.:None; 190991:Terrence Hill:VCU; 200122:Glen Rice Jr.:Real Estelí; 224855:Carlos Jr.:Rio Claro Basquete; 230884:Jaron Pierre Jr.:New Orleans Pelicans; 235571:Dominique Daniels Jr.:California Baptist; 89391:Meechie Johnson Jr.:None; 109101:Marcus Shaver Jr.:Kk Krosno; 109332:Eddie Lampkin Jr.:Colorado; 109402:Dana Tate Jr.:Argentino Junín; 109590:Mike Marshall Jr.:None; 109838:Tray Maddox Jr.:CSU Fullerton; 110007:Johnny Taylor Jr.:Chattanooga; 123125:Barry Dunning Jr.:UAB; 123639:Anderson Jr:None; 124172:Eric Reed Jr.:USC Heidelberg; 124264:Jimmy Bell Jr.:None; 147698:Mike Mitchell:Minnesota; 148322:Dennis Parker Jr.:None; 160709:Troy Baxter Jr.:Calgary Surge; 186362:Alonzo Verge:SC Rasta Vechta; 226924:Preston Murphy Jr.:Alabama; 89504:Chris Harris Jr.:None; 89700:Emmitt Matthews Jr.:None; 89898:John Petty Jr.:None; 90125:Joe Bryant Jr.:None; 90166:Lavar Batts Jr.:None; 104850:Calvin Harris Jr.:None; 109245:Anthony Mathis Jr.:None; 109740:Mario McKinney Jr.:New Mexico State; 109843:Latrell Wrightsell Jr.:Alabama; 109969:Demarshay Johnson Jr.:None; 127206:Darren Buchanan Jr.:None; 128647:Perry Smith Jr.:Kennesaw State; 149261:Eric Dailey:UCLA; 155672:DJ Richards:McNeese State; 194915:Brian Moore:Norfolk State; 200053:Marcus Rigsby:None; 223789:Lovell Cabbil Jr.:Górnik Wałbrzych; 223938:Lloyd Bryan Jr.:BK Decin; 226110:Antione West Jr.:Purdue; 226668:Paul McNeil Jr.:NC State; 226673:Sean Newman Jr.:San Diego State; 227298:EJ Neal Jr.:USC; 230879:George Beale Jr.:UCF; 230883:Jermaine O’Neal, Jr.:SMU; 232175:Machado Junior:Botafogo; 232403:A.J. Neal Jr.:Long Island University; 233482:Jerry Ashley Jr.:Navy; 233921:Calvin Robins Jr.:Howard; 235416:Terrance Dixon Jr.:Southern; 237324:Dedan Thomas Jr.:Houston; 237924:Leroy Blyden Jr.:Toledo; 238088:Chansey Willis Jr.:Kent State"
P000064,"BADIANE, MOUSSA",Moussa Badiane,exact,171642,Marieme Badiane,,Forward,Center,C,"6' 3""",171642:Marieme Badiane:None
PTEY,"BADIANE, PAPE",Pape Badiane,exact,171642,Marieme Badiane,,Forward,Center,C,"6' 3""",171642:Marieme Badiane:None
P007527,"BADIO, BRANCOU",Brancou Badio,exact,83555,Brancou Badio,Panathinaikos,Guard,Point Guard,PG,"6' 2""",83555:Brancou Badio:Panathinaikos
P009947,"BADJI, IBOU",Ibou Badji,exact,86617,Ibou Badji,,Center,Center,C,"7' 0""",86617:Ibou Badji:None
P005788,"BAEZ, EULIS",Eulis Baez,exact,64422,Eulis Baez,Real Betis Energía Plus,Forward,Power Forward,PF,"6' 7""",64422:Eulis Baez:Real Betis Energía Plus
PAFG,"BAGARIC, DALIBOR",Dalibor Bagaric,not_found,,,,,,,,
PTFP,"BAGNOLI, SIMONE",Simone Bagnoli,not_found,,,,,,,,
PBEM,"BAILEY, BRYAN",Bryan Bailey,ambiguous,,,,,,,,189030:Ace Bailey:Utah Jazz; 123117:Amari Bailey:None; 64769:Allen Bailey:None; 89299:Malcolm Bailey:None; 89474:Victor Bailey:Beijing Ducks; 109369:Bailey Patella:None; 109821:Dji Bailey:LSU; 158553:Adrio Bailey:NH Ostrava; 200071:Justin Bailey:Georgia; 234042:Joel Bailey:None; 145365:Brendan Bailey:SZTE-Szedeák; 149558:Elliot Bailey:Surrey Scorchers; 172395:Quintin Bailey:Taranaki Mountainairs; 188331:Jasmine Bailey:BLMA Lattes Montpellier (W); 192273:Chuck Bailey:Nevada; 196113:Langston Bailey:Bryant; 200072:Dillon Bailey:Wofford; 203422:Vincent Bailey:Randers Cimbria; 226912:Reed Bailey:Indiana; 236873:Bailey Maupin:Texas Tech (W)
PTGK,"BAILEY, MAURICE",Maurice Bailey,ambiguous,,,,,,,,189030:Ace Bailey:Utah Jazz; 123117:Amari Bailey:None; 64769:Allen Bailey:None; 89299:Malcolm Bailey:None; 89474:Victor Bailey:Beijing Ducks; 109369:Bailey Patella:None; 109821:Dji Bailey:LSU; 158553:Adrio Bailey:NH Ostrava; 200071:Justin Bailey:Georgia; 234042:Joel Bailey:None; 145365:Brendan Bailey:SZTE-Szedeák; 149558:Elliot Bailey:Surrey Scorchers; 172395:Quintin Bailey:Taranaki Mountainairs; 188331:Jasmine Bailey:BLMA Lattes Montpellier (W); 192273:Chuck Bailey:Nevada; 196113:Langston Bailey:Bryant; 200072:Dillon Bailey:Wofford; 203422:Vincent Bailey:Randers Cimbria; 226912:Reed Bailey:Indiana; 236873:Bailey Maupin:Texas Tech (W)
P013028,"BAIOCCHI, MATTEO",Matteo Baiocchi,exact,158649,Matteo Baiocchi,Virtus Bologna,Forward,Point Guard,PG,"6' 4""",158649:Matteo Baiocchi:Virtus Bologna
PTFL,"BAJRAMOVIC, KENAN",Kenan Bajramovic,not_found,,,,,,,,
P013774,"BAKER II, ROBERT",Robert Baker Ii,not_found,,,,,,,,
P009767,"BAKER, RON",Ron Baker,exact,53505,Ron Baker,,Guard,Shooting Guard,SG,"6' 3""",53505:Ron Baker:None
P004655,"BAKO, ISMAEL",Ismael Bako,exact,70976,Ismael Bako,Zenit,Center,Center,C,"6' 10""",70976:Ismael Bako:Zenit
P004803,"BALASHOV, NIKITA",Nikita Balashov,exact,147268,Nikita Balashov,,Forward,Power Forward,PF,"6' 8""",147268:Nikita Balashov:None
P007581,"BALASHOV, SERGEI",Sergei Balashov,exact,71149,Sergei Balashov,MBA Moscow,Forward,Center,C,"6' 9""",71149:Sergei Balashov:MBA Moscow
P003521,"BALBAY, DOGUS",Dogus Balbay,exact,53193,Dogus Balbay,,Guard,Shooting Guard,SG,"6' 1""",53193:Dogus Balbay:None
P007553,"BALCEROWSKI, ALEKSANDER",Aleksander Balcerowski,exact,64439,Aleksander Balcerowski,Barcelona,Center,Center,C,"7' 1""",64439:Aleksander Balcerowski:Barcelona
P006707,"BALDASSO, TOMMASO",Tommaso Baldasso,exact,86956,Tommaso Baldasso,Virtus Bologna,Guard,Point Guard,PG,"6' 3""",86956:Tommaso Baldasso:Virtus Bologna
P009863,"BALDWIN IV, WADE",Wade Baldwin Iv,exact,64214,Wade Baldwin IV,Fenerbahçe,Guard,Shooting Guard,SG,"6' 4""",64214:Wade Baldwin IV:Fenerbahçe
P012597,"BALDWIN, KAMAR",Kamar Baldwin,exact,83778,Kamar Baldwin,Bayern Munich,Guard,Point Guard,PG,"6' 1""",83778:Kamar Baldwin:Bayern Munich
P002644,"BALVIN, ONDREJ",Ondrej Balvin,exact,64421,Ondrej Balvin,Shanxi Brave Dragons,Center,Center,C,"7' 1""",64421:Ondrej Balvin:Shanxi Brave Dragons
P013696,"BANGO, JILSON",Jilson Bango,exact,136245,Jilson Bango,,Center,Center,C,"6' 10""",136245:Jilson Bango:None
PATS,"BANIC, MARKO",Marko Banic,not_found,,,,,,,,
PLNE,"BANKS, CEDRICK",Cedrick Banks,ambiguous,,,,,,,,84251:James Banks:Elizor Kiryat Ata; 109399:Kris Bankston:Turk Telekom; 72762:Adrian Banks:Libertas Livorno; 109544:Darius Banks:Chattanooga; 109767:Daryl Banks III:None; 89144:Josh Banks:UNC Asheville; 123146:Kaleb Banks:Tulane; 178168:Alahjan Banks:None; 155581:Zavier Banks:Oakland; 192020:Tavion Banks:Iowa
P004428,"BANKS, MARCUS",Marcus Banks,ambiguous,,,,,,,,84251:James Banks:Elizor Kiryat Ata; 109399:Kris Bankston:Turk Telekom; 72762:Adrian Banks:Libertas Livorno; 109544:Darius Banks:Chattanooga; 109767:Daryl Banks III:None; 89144:Josh Banks:UNC Asheville; 123146:Kaleb Banks:Tulane; 178168:Alahjan Banks:None; 155581:Zavier Banks:Oakland; 192020:Tavion Banks:Iowa
P003068,"BAPTIST, BILLYF",Billyf Baptist,ambiguous,,,,,,,,142644:Kenny Baptiste:Limoges; 109543:David Jean-Baptiste:Team Fog Næstved
PTGC,"BARAC, STANKO",Stanko Barac,ambiguous,,,,,,,,121754:Boris Barac:None; 230794:Marko Barać:Bahçeşehir Koleji
P009923,"BARASHKOV, MAKSIM",Maksim Barashkov,exact,81528,Maxim Barashkov,MBA Moscow,Forward,Small Forward,SF,"6' 8""",81528:Maxim Barashkov:MBA Moscow
PBWZ,"BARGNANI, ANDREA",Andrea Bargnani,not_found,,,,,,,,
P005206,"BARLOW, DAVID",David Barlow,exact,69952,David Barlow,,Forward,Small Forward,SF,,69952:David Barlow:None
P005775,"BARON, BILLY",Billy Baron,exact,70921,Billy Baron,,Guard,Point Guard,PG,"6' 2""",70921:Billy Baron:None
P002741,"BAROVIC, FILIP",Filip Barovic,exact,64404,Filip Barovic,,Center,Center,C,"6' 9""",64404:Filip Barovic:None
P004586,"BARREIRO, JONATHAN",Jonathan Barreiro,exact,67485,Jonathan Barreiro,Unicaja Málaga,Forward,Power Forward,PF,"6' 8""",67485:Jonathan Barreiro:Unicaja Málaga
P011242,"BARRERA, ALEJANDRO",Alejandro Barrera,exact,71009,Alex Barrera,,Guard,Shooting Guard,SG,"6' 5""",71009:Alex Barrera:None
PBMV,"BARRERA, PANCHI",Panchi Barrera,exact,73562,Panchi Barrera,,Guard,Point Guard,PG,"6' 4""",73562:Panchi Barrera:None
P001170,"BARRETT, ANDRE",Andre Barrett,ambiguous,,,,,,,,71336:RJ Barrett:Toronto Raptors; 89192:Andrew Barrett:None; 89599:Carson Barrett:None; 108737:Luke Barrett:Arka Gdynia; 109637:Barrett Waldrop:None; 193668:T.O. Barrett:Missouri
P003490,"BARTHEL, DANILO",Danilo Barthel,ambiguous,,,,,,,,64385:Danilo Barthel:None; 69975:Danilo Barthel:None
P003420,"BARTOLI, LORENZO",Lorenzo Bartoli,not_found,,,,,,,,
PBCW,"BARTON, LUBOS",Lubos Barton,exact,246191,Luboš Bartoň,,Management,Coach,,,246191:Luboš Bartoň:None
PLGR,"BASAK, RASIM",Rasim Basak,not_found,,,,,,,,
PADS,"BASILE, GIANLUCA",Gianluca Basile,exact,109602,Grant Basile,Pallacanestro Cantù,Forward,Power Forward,PF,"6' 9""",109602:Grant Basile:Pallacanestro Cantù
P001868,"BATIS, MARIOS",Marios Batis,ambiguous,,,,,,,,85875:J.P. Batista:None; 234049:Wilson Batista:None
PDHD,"BATISTA, ESTEBAN",Esteban Batista,ambiguous,,,,,,,,85875:J.P. Batista:None; 234049:Wilson Batista:None
PLML,"BATISTA, J.P.",J.P. Batista,exact,85875,J.P. Batista,,Forward,Power Forward,PF,"6' 9""",85875:J.P. Batista:None
PAJV,"BATISTE, MIKE",Mike Batiste,not_found,,,,,,,,
P004170,"BATUK, BIRKAN",Birkan Batuk,exact,53883,Birkan Batuk ,,Guard,Shooting Guard,SG,"6' 5""",53883:Birkan Batuk :None
PKOH,"BATUM, NICOLAS",Nicolas Batum,exact,64126,Nicolas Batum,Los Angeles Clippers,Forward,Small Forward,SF,"6' 9""",64126:Nicolas Batum:Los Angeles Clippers
P000207,"BAVCIC, EDIN",Edin Bavcic,not_found,,,,,,,,
PKIN,"BAXTER, LONNY",Lonny Baxter,ambiguous,,,,,,,,90097:Gavin Baxter:None; 160709:Troy Baxter Jr.:Calgary Surge
P002971,"BAYGUL, MUHAMMED",Muhammed Baygul,exact,64427,Muhammed Baygul,,Guard,Shooting Guard,SG,"6' 4""",64427:Muhammed Baygul:None
P006648,"BAYKAN, OGULCAN",Ogulcan Baykan,not_found,,,,,,,,
P001892,"BAYNES, ARON",Aron Baynes,exact,53314,Aron Baynes,,Center,Center,C,"6' 10""",53314:Aron Baynes:None
P005350,"BAYRAK, ERCAN",Ercan Bayrak,exact,72364,Ercan Bayrak,,Forward,Power Forward,PF,"6' 10""",72364:Ercan Bayrak:None
PBDC,"BAZDARIC, MARINO",Marino Bazdaric,not_found,,,,,,,,
MAD1,B. BOGDANOVIC,B. Bogdanovic,ambiguous,,,,,,,,64219:Bogdan Bogdanovic:Houston Rockets; 53450:Bojan Bogdanovic:None
P012721,"BEAN, JUSTIN",Justin Bean,exact,89370,Justin Bean,Alba Berlin,Forward,Small Forward,SF,"6' 7""",89370:Justin Bean:Alba Berlin
PAHS,"BEARD, JOEY",Joey Beard,exact,178909,Lamonte Bearden,Vasco da Gama,Guard,Point Guard,PG,"6' 3""",178909:Lamonte Bearden:Vasco da Gama
PBTR,"BEARD, TANOKA",Tanoka Beard,exact,178909,Lamonte Bearden,Vasco da Gama,Guard,Point Guard,PG,"6' 3""",178909:Lamonte Bearden:Vasco da Gama
P006590,"BEAUBOIS, RODRIGUE",Rodrigue Beaubois,exact,64354,Rodrigue Beaubois,,Guard,Shooting Guard,SG,"6' 1""",64354:Rodrigue Beaubois:None
PAGG,"BECIROVIC, SANI",Sani Becirovic,exact,186559,Memi Bečirović,Nanjing Monkey King,Management,Coach,,,186559:Memi Bečirović:Nanjing Monkey King
P008161,"BEGARIN, JUHANN",Juhann Begarin,exact,100285,Juhann Begarin,AS Monaco,Guard,Shooting Guard,SG,"6' 5""",100285:Juhann Begarin:AS Monaco
PAVV,"BEGHIN, CHRISTOPHE",Christophe Beghin,exact,230204,Christophe Beghin,Talenet Giants Antwerp,Management,Coach,,,230204:Christophe Beghin:Talenet Giants Antwerp
PJBJ,"BEGIC, MIRZA",Mirza Begic,exact,72726,Mirza Begic,KK Mornar,Center,Center,C,"7' 1""",72726:Mirza Begic:KK Mornar
P004491,"BELEMENE, ROMARIC",Romaric Belemene,not_found,,,,,,,,
P005826,"BELIAUSKAS, LAURYNAS",Laurynas Beliauskas,exact,83586,Laurynas Beliauskas,Dinamo Sassari,Guard,Shooting Guard,SG,"6' 4""",83586:Laurynas Beliauskas:Dinamo Sassari
PBCN,"BELINELLI, MARCO",Marco Belinelli,exact,53426,Marco Belinelli,,Forward,Small Forward,SF,"6' 5""",53426:Marco Belinelli:None
P006497,"BELL, JAMES",James Bell,exact,64448,James Bell,,Forward,Small Forward,SF,"6' 6""",64448:James Bell:None
P004549,"BENDER, DRAGAN",Dragan Bender,exact,53600,Dragan Bender,,Forward,Power Forward,PF,"6' 11""",53600:Dragan Bender:None
P004168,"BENDZIUS, EIMANTAS",Eimantas Bendzius,exact,83968,Eimantas Bendzius,Amici Pallacanestro Udinese,Forward,Power Forward,PF,"6' 9""",83968:Eimantas Bendzius:Amici Pallacanestro Udinese
P006781,"BEN HARUSH, IDDO",Iddo Ben Harush,ambiguous,,,,,,,,102895:Noam Ben Harush:None; 64740:Shlomi Harush:None
P007615,"BENNETT, ANTHONY",Anthony Bennett,exact,102632,Anthony Bennet,,Forward,Power Forward,PF,,102632:Anthony Bennet:None
P005687,"BENSON, KEITH",Keith Benson,ambiguous,,,,,,,,89357:Avery Benson:None; 193562:NJ Benson:DePaul; 87069:Benson:None; 149866:Benson Lin:None; 192781:Barret Benson:Górnik Wałbrzych; 189910:Ja'Von Benson:None
P001159,"BENSON, ROD",Rod Benson,ambiguous,,,,,,,,89357:Avery Benson:None; 193562:NJ Benson:DePaul; 87069:Benson:None; 149866:Benson Lin:None; 192781:Barret Benson:Górnik Wałbrzych; 189910:Ja'Von Benson:None
P009818,"BENTIL, BENJAMIN",Benjamin Bentil,exact,105278,Ben Bentil,,Forward,Power Forward,PF,"6' 8""",105278:Ben Bentil:None
P003495,"BENZING, ROBIN",Robin Benzing,exact,69976,Robin Benzing,,Forward,Power Forward,PF,"6' 10""",69976:Robin Benzing:None
PLVI,"BER AVEN, TOMER",Tomer Ber Aven,not_found,,,,,,,,
P010355,"BERRY, DAVION",Davion Berry,exact,74565,Davion Berry,,Guard,Shooting Guard,SG,"6' 4""",74565:Davion Berry:None
P000436,"BERTANS, DAIRIS",Dairis Bertans,exact,53736,Dairis Bertans,VEF Riga,Guard,Shooting Guard,SG,"6' 4""",53736:Dairis Bertans:VEF Riga
P003458,"BERTANS, DAVIS",Davis Bertans,exact,53547,Davis Bertans,BC Dubai,Forward,Small Forward,SF,"6' 10""",53547:Davis Bertans:BC Dubai
PBFR,"BERTI, SIMONE",Simone Berti,ambiguous,,,,,,,,172396:Dane Bertinshaw:Taranaki Mountainairs; 83004:Alessandro Bertini:None
P001436,"BESOVIC, NEMANJA",Nemanja Besovic,not_found,,,,,,,,
PKVL,"BEST, TRAVIS",Travis Best,ambiguous,,,,,,,,72796:Aaron Best:MoraBanc Andorra; 185738:Martina Bestagno:None; 195726:Trevor Best:Arizona State
P001927,"BEVERLEY, PATRICK",Patrick Beverley,exact,53684,Patrick Beverley,PAOK,Guard,Point Guard,PG,"6' 1""",53684:Patrick Beverley:PAOK
P002289,"BEZBRADICA, NEMANJA",Nemanja Bezbradica,not_found,,,,,,,,
P003137,"BIANCHI, CAMILLO",Camillo Bianchi,ambiguous,,,,,,,,156561:Mateo Bianchi:Defensor Sporting; 172166:Enrico Bianchi:Paulistano
P006961,"BIBEROVIC, TARIK",Tarik Biberovic,exact,70926,Tarik Biberovic,Dallas Mavericks,Forward,Small Forward,SF,"6' 7""",70926:Tarik Biberovic:Dallas Mavericks
P003622,"BILAN, MIRO",Miro Bilan,exact,72343,Miro Bilan,Maxima Roma,Center,Center,C,"7' 0""",72343:Miro Bilan:Maxima Roma
P009903,"BILIGHA, PAUL",Paul Biligha,exact,69925,Paul Biligha,Derthona Basket Tortona,Center,Center,C,"6' 7""",69925:Paul Biligha:Derthona Basket Tortona
P007182,"BIRCH, KHEM",Khem Birch,exact,53355,Khem Birch,Aris Bsa,Center,Center,C,"6' 9""",53355:Khem Birch:Aris Bsa
P003091,"BIRSEN, METECAN",Metecan Birsen,exact,64387,Metecan Birsen,Besiktas,Forward,Small Forward,SF,"6' 10""",64387:Metecan Birsen:Besiktas
P005504,"BIRUTIS, LAURYNAS",Laurynas Birutis,exact,64416,Laurynas Birutis,Casademont Zaragoza,Center,Center,C,"7' 0""",64416:Laurynas Birutis:Casademont Zaragoza
P006809,"BITADZE, GOGA",Goga Bitadze,exact,64447,Goga Bitadze,Orlando Magic,Center,Center,C,"6' 11""",64447:Goga Bitadze:Orlando Magic
P007929,"BITIM, ONURALP",Onuralp Bitim,not_found,,,,,,,,
PCHX,"BJELICA, MILKO",Milko Bjelica,ambiguous,,,,,,,,53291:Milko Bjelica:KK Mornar; 70015:Milko Bjelica:None
P001413,"BJELICA, NEMANJA",Nemanja Bjelica,exact,53715,Nemanja Bjelica,,Forward,Power Forward,PF,"6' 10""",53715:Nemanja Bjelica:None
P008991,"BLACK, TARIK",Tarik Black,exact,53591,Tarik Black,,Forward,Power Forward,PF,"6' 9""",53591:Tarik Black:None
P013402,"BLAKENEY, ANTONIO",Antonio Blakeney,not_found,,,,,,,,
PBFY,"BLAKNEY, RODERICK",Roderick Blakney,exact,123205,R.J. Blakney,,Forward,Small Forward,SF,"6' 6""",123205:R.J. Blakney:None
P001899,"BLANCO, SAUL",Saul Blanco,exact,234052,Darwin Blanco,,Center,Center,C,,234052:Darwin Blanco:None
P003391,"BLASSINGAME, JEREL",Jerel Blassingame,exact,128093,Trevon Blassingame,Idaho,Guard,,,"6' 4""",128093:Trevon Blassingame:Idaho
P011193,"BLATT, TAMIR",Tamir Blatt,exact,64755,Tamir Blatt,Hapoel Tel Aviv,Guard,Point Guard,PG,"6' 0""",64755:Tamir Blatt:Hapoel Tel Aviv
P009877,"BLAYZER, OZ",Oz Blayzer,exact,64806,Oz Blayzer,Hapoel Tel Aviv,Forward,Small Forward,SF,"6' 6""",64806:Oz Blayzer:Hapoel Tel Aviv
P008186,"BLAZEVIC, MAREK",Marek Blazevic,exact,70813,Marek Blaževič,,Center,Center,C,"6' 10""",70813:Marek Blaževič:None
P003452,"BLAZIC, JAKA",Jaka Blazic,exact,64355,Jaka Blazic,KK Cedevita Olimpija,Forward,Small Forward,SF,"6' 5""",64355:Jaka Blazic:KK Cedevita Olimpija
P011231,"BLOSSOMGAME, JARON",Jaron Blossomgame,exact,64135,Jaron Blossomgame,BC Dubai,Forward,Small Forward,SF,"6' 6""",64135:Jaron Blossomgame:BC Dubai
PKAX,"BLUMS, JANIS",Janis Blums,exact,72645,Janis Blums,,Guard,Shooting Guard,SG,"6' 3""",72645:Janis Blums:None
PBES,"BLUTHENTHAL, DAVID",David Bluthenthal,not_found,,,,,,,,
P003240,"BOCHORIDIS, ELEFTHERIOS",Eleftherios Bochoridis,exact,53895,Eleftherios Bochoridis,Aris Bsa,Guard,Point Guard,PG,"6' 5""",53895:Eleftherios Bochoridis:Aris Bsa
PJMH,"BOGAVAC, NEBOJSA",Nebojsa Bogavac,exact,136359,Luka Bogavac,Oklahoma State,Guard,Shooting Guard,SG,"6' 5""",136359:Luka Bogavac:Oklahoma State
P002821,"BOGDANOVIC, BOGDAN",Bogdan Bogdanovic,exact,64219,Bogdan Bogdanovic,Houston Rockets,Guard,Shooting Guard,SG,"6' 6""",64219:Bogdan Bogdanovic:Houston Rockets
P000009,"BOGDANOVIC, BOJAN",Bojan Bogdanovic,exact,53450,Bojan Bogdanovic,,Forward,Small Forward,SF,"6' 8""",53450:Bojan Bogdanovic:None
