player_id,name,query_used,match_status,athlete_id,matched_name,matched_club,position_3cat,formation_position_name,formation_position_short,height_365,candidates
P007432,"EVANS, JEREMY",Jeremy Evans,exact,64399,Jeremy Evans,Mykonos,Forward,Power Forward,PF,"6' 9""",64399:Jeremy Evans:Mykonos
P011218,"EVANS, KEENAN",Keenan Evans,exact,64147,Keenan Evans,Zalgiris Kaunas,Guard,Point Guard,PG,"6' 3""",64147:Keenan Evans:Zalgiris Kaunas
P010677,"EVANS, SHANNON",Shannon Evans,exact,102408,Shannon Evans,MoraBanc Andorra,Guard,Point Guard,PG,"6' 1""",102408:Shannon Evans:MoraBanc Andorra
P010654,"EVSTIGNEEV, IVAN",Ivan Evstigneev,exact,82251,Ivan Evstigneev,BC Khimki,Forward,Small Forward,SF,"6' 4""",82251:Ivan Evstigneev:BC Khimki
P000354,"EVTIMOV, ILIAN",Ilian Evtimov,exact,89312,Nicholas Evtimov,,Forward,,,"6' 7""",89312:Nicholas Evtimov:None
P000378,"EWING, DANIEL",Daniel Ewing,exact,124695,Eden Ewing,Defensor Sporting,Forward,Power Forward,PF,"6' 7""",124695:Eden Ewing:Defensor Sporting
P011302,"EXUM, DANTE LIMAN",Dante Liman Exum,exact,54182,Dante Exum,Washington Wizards,Guard,Point Guard,PG,"6' 5""",54182:Dante Exum:Washington Wizards
P001176,"EYENGA, CHRISTIAN",Christian Eyenga,exact,71050,Christian Eyenga,Lobos Plateados,Forward,Small Forward,SF,"6' 6""",71050:Christian Eyenga:Lobos Plateados
PCQO,"EZE, BENJAMIN",Benjamin Eze,ambiguous,,,,,,,,149014:Ezequiel Dupuy:None; 149512:Ezequiel Paz:None; 156575:Ezequiel Pineiro:None; 192066:Ezequiel Bell:Nacional; 227452:Ezequiel Juarez:None; 136350:Esteban Roacho:Mexico City Capitanes; 108704:Bradley Ezewiro:None; 109854:Eze Dike:None; 234191:Tim Eze:UMBC
P001949,"FALKER, RANDAL",Randal Falker,not_found,,,,,,,,
P008811,"FALL, MOUSTAPHA",Moustapha Fall,exact,72363,Moustapha Fall,Panathinaikos,Center,Center,C,"7' 2""",72363:Moustapha Fall:Panathinaikos
P006568,"FALL, YOUSSOUPHA",Youssoupha Fall,exact,70767,Youssoupha Fall,,Center,Center,C,"7' 4""",70767:Youssoupha Fall:None
PAPF,"FANAN, REGEV",Regev Fanan,not_found,,,,,,,,
P011284,"FARIED, KENNETH",Kenneth Faried,exact,53641,Kenneth Faried,Cangrejeros,Forward,Power Forward,PF,"6' 8""",53641:Kenneth Faried:Cangrejeros
P003423,"FARMAR, JORDAN",Jordan Farmar,not_found,,,,,,,,
PKVD,"FASSLER, OSKAR",Oskar Fassler,not_found,,,,,,,,
P006628,"FAUCHE, VINCENT",Vincent Fauche,not_found,,,,,,,,
P001215,"FAVERANI, VITOR",Vitor Faverani,exact,104346,Vítor Faverani,São Paulo,Center,Center,C,"6' 11""",104346:Vítor Faverani:São Paulo
P010428,"FAYE, IBRAHIMA",Ibrahima Faye,exact,142550,Ibou Faye,Shanxi Brave Dragons,Forward,Power Forward,PF,"6' 9""",142550:Ibou Faye:Shanxi Brave Dragons
P012403,"FAYE, MOUHAMED",Mouhamed Faye,exact,142478,Mouhamed Faye,Paris Basketball,Center,Center,C,"6' 10""",142478:Mouhamed Faye:Paris Basketball
P008800,"FAYE, MOUHAMMAD",Mouhammad Faye,ambiguous,,,,,,,,70918:Mouhammad Faye:None; 82071:Mouhammad Faye:None
P012766,"FAYE, SEYDINA",Seydina Faye,exact,151754,Seydina Faye,,Forward,Power Forward,PF,"6' 10""",151754:Seydina Faye:None
P005918,"FELDEINE, JAMES",James Feldeine,exact,53284,James Feldeine,Nacional,Guard,Shooting Guard,SG,"6' 4""",53284:James Feldeine:Nacional
P011247,"FELIZ, ANDRES",Andres Feliz,exact,102382,Andres Feliz,Real Madrid,Guard,Shooting Guard,SG,"6' 2""",102382:Andres Feliz:Real Madrid
PAGW,"FEMERLING, PATRICK",Patrick Femerling,not_found,,,,,,,,
P013422,"FENEMEN, RUZGAR",Ruzgar Fenemen,exact,225519,Rüzgar Fenemen,Anadolu Efes,Guard,Point Guard,PG,"6' 1""",225519:Rüzgar Fenemen:Anadolu Efes
PLPI,"FENN, DARREN",Darren Fenn,ambiguous,,,,,,,,181592:Luke Fennell:None; 182784:Derrick Fenner:Mazeikiai
PTGX,"FERNANDEZ, LUCHO",Lucho Fernandez,ambiguous,,,,,,,,72324:Jasiel Rivero:None; 67493:Rudy Fernández:None; 104914:Juan Fernandez:Basquet Girona; 137637:Jordi Fernandez:Brooklyn Nets; 156532:Manuel Fernandez:Aguada; 67478:Jaime Fernández:La Laguna Tenerife; 156173:Lucas Fernandez:None; 156511:Santiago Fernandez:Malvin; 183507:Ian Platteeuw:None; 149213:Victor Fernandez:San Martin de Corientes; 155352:Tjader Fernandez:Santos De San Luis; 186918:Joaquin Fernandez:San Martin de Corientes; 201293:Diego Fernandez:None; 223506:Gerard Fernandez:Baxi Manresa; 149464:Martin Fernandez:Independiente De Oliva; 84148:Moncho Fernández:Basquet Girona; 84508:Jaime Fernández:Casademont Zaragoza; 238605:Jose Fernandez:Dallas Wings; 84455:Martín Fernández:None; 148435:Justyn Fernandez:UAB; 161380:Lisandro Fernandez:Zarate; 161464:Fabrizio Fernandez:Sol De America; 183206:Juan Fernandez:None; 109871:Borja Fernandez:None; 148724:Fernandez Trujillo:None; 224687:Matias Fernandez:San Martin de Corientes; 234041:Tjader Fernandez Garcia:None; 239375:Alvaro Fernandez:CB Granada
PLIO,"FERNANDEZ, MARC",Marc Fernandez,ambiguous,,,,,,,,72324:Jasiel Rivero:None; 67493:Rudy Fernández:None; 104914:Juan Fernandez:Basquet Girona; 137637:Jordi Fernandez:Brooklyn Nets; 156532:Manuel Fernandez:Aguada; 67478:Jaime Fernández:La Laguna Tenerife; 156173:Lucas Fernandez:None; 156511:Santiago Fernandez:Malvin; 183507:Ian Platteeuw:None; 149213:Victor Fernandez:San Martin de Corientes; 155352:Tjader Fernandez:Santos De San Luis; 186918:Joaquin Fernandez:San Martin de Corientes; 201293:Diego Fernandez:None; 223506:Gerard Fernandez:Baxi Manresa; 149464:Martin Fernandez:Independiente De Oliva; 84148:Moncho Fernández:Basquet Girona; 84508:Jaime Fernández:Casademont Zaragoza; 238605:Jose Fernandez:Dallas Wings; 84455:Martín Fernández:None; 148435:Justyn Fernandez:UAB; 161380:Lisandro Fernandez:Zarate; 161464:Fabrizio Fernandez:Sol De America; 183206:Juan Fernandez:None; 109871:Borja Fernandez:None; 148724:Fernandez Trujillo:None; 224687:Matias Fernandez:San Martin de Corientes; 234041:Tjader Fernandez Garcia:None; 239375:Alvaro Fernandez:CB Granada
PBMT,"FERNANDEZ, RUDY",Rudy Fernandez,exact,67493,Rudy Fernández,,Forward,Small Forward,SF,"6' 5""",67493:Rudy Fernández:None
P013667,"FERNANDO, BRUNO",Bruno Fernando,exact,71441,Bruno Fernando,Anadolu Efes,Center,Center,C,"6' 9""",71441:Bruno Fernando:Anadolu Efes
P009101,"FERRANDO, GUILLEM",Guillem Ferrando,exact,83721,Guillem Ferrando,Basquet Girona,Guard,Point Guard,PG,"6' 1""",83721:Guillem Ferrando:Basquet Girona
P007636,"FERRANDO, LUIS",Luis Ferrando,exact,83721,Guillem Ferrando,Basquet Girona,Guard,Point Guard,PG,"6' 1""",83721:Guillem Ferrando:Basquet Girona
P014219,"FERRARI, FRANCESCO",Francesco Ferrari,exact,197933,Francesco Ferrari,Virtus Bologna,Forward,Power Forward,PF,"6' 5""",197933:Francesco Ferrari:Virtus Bologna
P011281,"FERRELL, YOGI",Yogi Ferrell,exact,53611,Yogi Ferrell,KK Budućnost,Guard,Point Guard,PG,"6' 0""",53611:Yogi Ferrell:KK Budućnost
P006527,"FESENKO, KYRYLO",Kyrylo Fesenko,not_found,,,,,,,,
PCTI,"FFRIEND, KIMANI",Kimani Ffriend,not_found,,,,,,,,
P002861,"FILIPOVIC, MARIO",Mario Filipovic,exact,172617,Goran Filipović,ČEZ Nymburk,Guard,Point Guard,PG,"5' 11""",172617:Goran Filipović:ČEZ Nymburk
P001230,"FILLOY, ARIEL",Ariel Filloy,exact,69927,Ariel Filloy,,Guard,Point Guard,PG,,69927:Ariel Filloy:None
P001202,"FINLEY, MORRIS",Morris Finley,ambiguous,,,,,,,,64370:Clevin Hannah:Halcones de Xalapa; 155538:Finley Sheridan:Stetson; 149811:Finley Bizjack:Butler; 232261:Finley Keeffe:Oklahoma
PKZY,"FISCHER, D´OR",D´Or Fischer,ambiguous,,,,,,,,73391:Ricardo Fischer:Minas; 64430:Luke Fischer:San Pablo Burgos; 142543:Luke Fischer:ESSM Le Portel; 223351:Kilian Fischer:Bayern Munich; 202065:David Fischer:Svendborg Rabbits
P013579,"FISCHER, KILIAN",Kilian Fischer,exact,223351,Kilian Fischer,Bayern Munich,Guard,Shooting Guard,SG,"6' 6""",223351:Kilian Fischer:Bayern Munich
P007852,"FISCHER, LUKE",Luke Fischer,exact,64430,Luke Fischer,San Pablo Burgos,Center,Center,C,"6' 11""",64430:Luke Fischer:San Pablo Burgos
PLBZ,"FISHER, JOSH",Josh Fisher,ambiguous,,,,,,,,71142:Corey Fisher:None; 78429:Anthony Fisher:None; 123214:Elijah Fisher:Seton Hall
PKHU,"FITCH, GERALD",Gerald Fitch,not_found,,,,,,,,
P007595,"FITIPALDO, BRUNO",Bruno Fitipaldo,exact,71008,Bruno Fitipaldo,La Laguna Tenerife,Guard,Point Guard,PG,"6' 0""",71008:Bruno Fitipaldo:La Laguna Tenerife
PTFS,"FIZER, MARCUS",Marcus Fizer,not_found,,,,,,,,
P005670,"FLACCADORI, DIEGO",Diego Flaccadori,exact,70925,Diego Flaccadori,Olimpia Milano,Guard,Shooting Guard,SG,"6' 4""",70925:Diego Flaccadori:Olimpia Milano
P010467,"FLOYD, JEHYVE",Jehyve Floyd,exact,81691,Jehyve Floyd,Petkim Spor,Forward,Small Forward,SF,"6' 8""",81691:Jehyve Floyd:Petkim Spor
P001258,"FOFANA, BANGALY",Bangaly Fofana,ambiguous,,,,,,,,84255:Vafessa Fofana:Gravelines; 227911:Selim Fofana:Siauliai; 137252:Mike Fofana:None
PAJC,"FOIREST, LAURENT",Laurent Foirest,not_found,,,,,,,,
P013406,"FONDEUR-MASSAMBA, CLARENCE",Clarence Fondeur-Massamba,not_found,,,,,,,,
P006084,"FONT, ALEIX",Aleix Font,exact,64462,Aleix Font,Bilbao Basket,Guard,Shooting Guard,SG,"6' 4""",64462:Aleix Font:Bilbao Basket
P004499,"FONTECCHIO, SIMONE",Simone Fontecchio,not_found,,,,,,,,
P004246,"FOOTE, JEFF",Jeff Foote,not_found,,,,,,,,
PLLX,"FORD, SHARROD",Sharrod Ford,ambiguous,,,,,,,,85988:Jordan Ford:Bahçeşehir Koleji; 89557:Aleem Ford:Leones De Ponce; 90126:Chris Ford:None; 109277:Chris Ford:Robert Morris; 109765:Brandon Ford:None; 109342:Darius Ford:None; 230720:Adam Forde:Cairns Taipans; 123129:Derrian Ford:Arkansas State; 128375:Robert Ford III:Montana State; 142575:Quincy Ford:Wikana S. Lublin; 196567:Terrance Ford:Arkansas State
P003672,"FORD, T.J.",T.J. Ford,ambiguous,,,,,,,,85988:Jordan Ford:Bahçeşehir Koleji; 89557:Aleem Ford:Leones De Ponce; 90126:Chris Ford:None; 109277:Chris Ford:Robert Morris; 109765:Brandon Ford:None; 109342:Darius Ford:None; 230720:Adam Forde:Cairns Taipans; 123129:Derrian Ford:Arkansas State; 128375:Robert Ford III:Montana State; 142575:Quincy Ford:Wikana S. Lublin; 196567:Terrance Ford:Arkansas State
P005980,"FORMENTI, MATTEO",Matteo Formenti,not_found,,,,,,,,
P013367,"FORREST, TRENT",Trent Forrest,exact,86122,Trent Forrest,Fenerbahçe,Guard,Shooting Guard,SG,"6' 4""",86122:Trent Forrest:Fenerbahçe
PLMN,"FORTE, JOSEPH",Joseph Forte,exact,90155,Chase Forte,,Guard,,,"6' 3""",90155:Chase Forte:None
P001907,"FOSTER, JEKEL",Jekel Foster,ambiguous,,,,,,,,71588:Marcus Foster:None; 146954:Caleb Foster:Duke; 89814:Tyon Grant-Foster:Gonzaga; 142153:Kyle Foster:Iraklis; 128099:Marcus Foster:Mitteldeutscher; 120856:Michael Foster Jr.:None; 125973:Daniel Foster:South East Melbourne; 90010:Nolan Foster:Ohio; 109190:Kenny Foster:Wyoming; 89225:Foster Loyer:Davidson; 193512:Myles Foster:None; 194234:Gregory Foster:Toros de Chiriqui; 231501:Zac Foster:Clemson; 235600:Bradyn Foster:Pennsylvania
P010386,"FOSTER, MARCUS FRANKLEE",Marcus Franklee Foster,ambiguous,,,,,,,,71588:Marcus Foster:None; 146954:Caleb Foster:Duke; 89814:Tyon Grant-Foster:Gonzaga; 142153:Kyle Foster:Iraklis; 128099:Marcus Foster:Mitteldeutscher; 120856:Michael Foster Jr.:None; 125973:Daniel Foster:South East Melbourne; 90010:Nolan Foster:Ohio; 109190:Kenny Foster:Wyoming; 89225:Foster Loyer:Davidson; 193512:Myles Foster:None; 194234:Gregory Foster:Toros de Chiriqui; 231501:Zac Foster:Clemson; 235600:Bradyn Foster:Pennsylvania
PBEZ,"FOTSIS, ANTONIS",Antonis Fotsis,not_found,,,,,,,,
P013380,"FOURNIER, EVAN",Evan Fournier,exact,53347,Evan Fournier,Olympiacos,Guard,Shooting Guard,SG,"6' 7""",53347:Evan Fournier:Olympiacos
000595,"FRANCH, JOSEP",Josep Franch,exact,120489,Josep Franch,,Guard,Point Guard,PG,"6' 5""",120489:Josep Franch:None
P007975,"FRANCISCO, SYLVAIN",Sylvain Francisco,exact,102996,Sylvain Francisco,Panathinaikos,Guard,Point Guard,PG,"6' 2""",102996:Sylvain Francisco:Panathinaikos
P005265,"FRANCOIS, XAVIER",Xavier Francois,ambiguous,,,,,,,,124414:Jackson Francois:Arizona; 142555:Francois Wibaut:Penn State
P011223,"FRANKAMP, CONNER",Conner Frankamp,exact,83576,Conner Frankamp,Wikana S. Lublin,Guard,Point Guard,PG,"6' 1""",83576:Conner Frankamp:Wikana S. Lublin
P003390,"FRASUNKIEWICZ, PRZEMYSLAW",Przemyslaw Frasunkiewicz,exact,71442,Przemysław Frasunkiewicz,Rostock Seawolves,Management,Coach,,,71442:Przemysław Frasunkiewicz:Rostock Seawolves
P009842,"FREDETTE, JIMMER",Jimmer Fredette,exact,70913,Jimmer Fredette,,Guard,Point Guard,PG,"6' 2""",70913:Jimmer Fredette:None
PLOO,"FREELAND, JOEL",Joel Freeland,not_found,,,,,,,,
P010389,"FREEMAN, ALLERIK",Allerik Freeman,exact,224243,Allerik Freeman,Pallacanestro Varese,Guard,Point Guard,PG,"6' 3""",224243:Allerik Freeman:Pallacanestro Varese
P004808,"FREESE, JANNIK",Jannik Freese,not_found,,,,,,,,
PLLH,"FRIDZON, VITALY",Vitaly Fridzon,exact,53253,Vitaly Fridzon,,Guard,Shooting Guard,SG,"6' 5""",53253:Vitaly Fridzon:None
P014026,"FRISCH, CLEMENT",Clement Frisch,exact,83899,Clement Frisch,Baskonia Vitoria,Forward,Power Forward,PF,"6' 7""",83899:Clement Frisch:Baskonia Vitoria
P002838,"FROEHLICH, JEFERSON",Jeferson Froehlich,not_found,,,,,,,,
PADP,"FUCKA, GREGOR",Gregor Fucka,not_found,,,,,,,,
P001562,"FULLE, SEBASTIAN",Sebastian Fulle,ambiguous,,,,,,,,73392:Kyle Fuller:None; 86439:Fuller:None; 128374:Caleb Fuller:None; 220076:Aaron Fuller:Panteras De Aguascalientes; 232396:Jamal Fuller:Long Island University
P005432,"FUMAGALLI, CARLO",Carlo Fumagalli,not_found,,,,,,,,
PJKN,"GABINI, ROBERTO",Roberto Gabini,not_found,,,,,,,,
PBIM,"GABRIEL, GERMAN",German Gabriel,ambiguous,,,,,,,,64389:Gabriel Deck:Real Madrid; 71731:Wenyen Gabriel:Besiktas; 70864:Gabriel Lundberg:Maccabi Tel Aviv; 73580:Gabriel Jaú:None; 73793:Gabriel Campos:Mogi das Cruzes; 121127:Gabriele Procida:Real Madrid; 236765:Gabriela Jaquez:Chicago Sky; 121705:Gabriel Landeira:Georgetown; 73821:Gabriel Albuquerque:Fortaleza B.C.; 90949:Gabriel Camargo:None; 121775:Gabriel Novaes:Corinthians; 73381:Gabriel Servelim:None; 85933:Gabriel Servelin:None; 73519:Gabriel:None; 117985:Gabriel Olaseni:Casademont Zaragoza; 73817:Gabriel Ziggy:None; 136346:Gabriel Girón:Halcones de Xalapa; 104859:Gabriel:None; 144085:Gabriel Lopes:Botafogo LDB; 241256:Gabriel Artmenko:None; 122653:Gabriel Albuquerque:None; 137163:Gob Gabriel:None; 150664:Gabriel Kuku:None; 172135:Gabriel:Bauru Basket LDB; 172139:Gabriel:UNIFACISA LDB; 172164:Henrique Coelho:União Corinthians; 172269:Gabriel  Scmit:None; 172297:Gabriel Silva:BRB/Brasília Basquete/AACB LDB; 172298:Gabriel Andrade:BRB/Brasília Basquete/AACB LDB; 172411:Speranzini:Basquete Cearense LDB; 180578:Gabriel Vazquez:Correcaminos UAT; 181400:Gabriel Topete:Santos De San Luis; 182721:Gabriel Belardo:Leones De Quilpué; 183354:Gabriele Benetti:The Flexx Pistoia; 188017:Gabriel Pepelar:None; 194792:Josef Gabriel:BK Decin; 196696:Gabriel McKay:Liberty; 202067:Gabriel Vogel:Svendborg Rabbits; 202392:Gabriel Brun:Union Atletica; 202603:Gabriele Avvinti:None; 124261:Gabriel Caldeira:Mogi das Cruzes; 125284:Gabriel Garcia:None; 156650:Gabriel Martinez:None; 158373:Jan Gabriel:Usti nad Labem; 172212:Gabriel Pessoa:São José; 172277:Marson:None; 192082:Gabriel Peralta:Deportivo San Jose; 197743:Gabriel Pedroso:Mogi das Cruzes; 199957:Gabriele Turconi:None; 225004:Gabriel Joaquim:Paulistano; 231263:David Gabriel:Seton Hall
P005881,"GABRIEL, KENNY",Kenny Gabriel,ambiguous,,,,,,,,64389:Gabriel Deck:Real Madrid; 71731:Wenyen Gabriel:Besiktas; 70864:Gabriel Lundberg:Maccabi Tel Aviv; 73580:Gabriel Jaú:None; 73793:Gabriel Campos:Mogi das Cruzes; 121127:Gabriele Procida:Real Madrid; 236765:Gabriela Jaquez:Chicago Sky; 121705:Gabriel Landeira:Georgetown; 73821:Gabriel Albuquerque:Fortaleza B.C.; 90949:Gabriel Camargo:None; 121775:Gabriel Novaes:Corinthians; 73381:Gabriel Servelim:None; 85933:Gabriel Servelin:None; 73519:Gabriel:None; 117985:Gabriel Olaseni:Casademont Zaragoza; 73817:Gabriel Ziggy:None; 136346:Gabriel Girón:Halcones de Xalapa; 104859:Gabriel:None; 144085:Gabriel Lopes:Botafogo LDB; 241256:Gabriel Artmenko:None; 122653:Gabriel Albuquerque:None; 137163:Gob Gabriel:None; 150664:Gabriel Kuku:None; 172135:Gabriel:Bauru Basket LDB; 172139:Gabriel:UNIFACISA LDB; 172164:Henrique Coelho:União Corinthians; 172269:Gabriel  Scmit:None; 172297:Gabriel Silva:BRB/Brasília Basquete/AACB LDB; 172298:Gabriel Andrade:BRB/Brasília Basquete/AACB LDB; 172411:Speranzini:Basquete Cearense LDB; 180578:Gabriel Vazquez:Correcaminos UAT; 181400:Gabriel Topete:Santos De San Luis; 182721:Gabriel Belardo:Leones De Quilpué; 183354:Gabriele Benetti:The Flexx Pistoia; 188017:Gabriel Pepelar:None; 194792:Josef Gabriel:BK Decin; 196696:Gabriel McKay:Liberty; 202067:Gabriel Vogel:Svendborg Rabbits; 202392:Gabriel Brun:Union Atletica; 202603:Gabriele Avvinti:None; 124261:Gabriel Caldeira:Mogi das Cruzes; 125284:Gabriel Garcia:None; 156650:Gabriel Martinez:None; 158373:Jan Gabriel:Usti nad Labem; 172212:Gabriel Pessoa:São José; 172277:Marson:None; 192082:Gabriel Peralta:Deportivo San Jose; 197743:Gabriel Pedroso:Mogi das Cruzes; 199957:Gabriele Turconi:None; 225004:Gabriel Joaquim:Paulistano; 231263:David Gabriel:Seton Hall
P013383,"GABRIEL, WENYEN",Wenyen Gabriel,exact,71731,Wenyen Gabriel,Besiktas,Forward,Center,C,"6' 9""",71731:Wenyen Gabriel:Besiktas
PTES,"GADSON, CHEYNE",Cheyne Gadson,exact,121686,Gadson,,Center,Center,C,"6' 7""",121686:Gadson:None
P004229,"GAGIC, DJORDJE",Djordje Gagic,exact,86951,Djordje Gagic,,Center,Center,C,"6' 11""",86951:Djordje Gagic:None
P002009,"GAILIUS, DEIVIDAS",Deividas Gailius,ambiguous,,,,,,,,72770:Deividas Gailius:None; 222553:Deividas Gailus:Gargzdai Sc
P004196,"GAILLARD, VINCENT",Vincent Gaillard,not_found,,,,,,,,
PKSH,"GAINES, CHARLES",Charles Gaines,ambiguous,,,,,,,,71276:Frank Gaines:Walter Tigers Tubingen; 89482:Davonte Gaines:Bc Lulea; 89839:Eric Gaines:Elizor Kiryat Ata; 128435:Isaiah Gaines:Florida Atlantic
PTEP,"GAINES, REECE",Reece Gaines,ambiguous,,,,,,,,71276:Frank Gaines:Walter Tigers Tubingen; 89482:Davonte Gaines:Bc Lulea; 89839:Eric Gaines:Elizor Kiryat Ata; 128435:Isaiah Gaines:Florida Atlantic
P005023,"GALDIKAS, SIMAS",Simas Galdikas,exact,72768,Simas Galdikas,,Center,Center,C,"6' 8""",72768:Simas Galdikas:None
PLDO,"GALLI, ANDREA",Andrea Galli,ambiguous,,,,,,,,53688:Danilo Gallinari:None; 69943:Tayavek Gallizzi:Regatas; 70971:Charles Galliou:None; 142609:Roberto Gallinat:None; 142538:Filippo Galli:BC Roma SPQR
PKRD,"GALLINARI, DANILO",Danilo Gallinari,exact,53688,Danilo Gallinari,,Forward,Small Forward,SF,"6' 10""",53688:Danilo Gallinari:None
P008851,"GALLIOU, CHARLES",Charles Galliou,exact,70971,Charles Galliou,,Forward,Power Forward,PF,"6' 8""",70971:Charles Galliou:None
P002848,"GANETO, GABRIELE",Gabriele Ganeto,not_found,,,,,,,,
P004623,"GANKEVICH, ALEXANDER",Alexander Gankevich,exact,72648,Alexander Gankevich,CSKA Moscow,Forward,Small Forward,SF,"6' 5""",72648:Alexander Gankevich:CSKA Moscow
P012115,"GARAVAGLIA, DIEGO",Diego Garavaglia,exact,145087,Diego Garavaglia,Ratiopharm Ulm,Forward,Small Forward,SF,"6' 7""",145087:Diego Garavaglia:Ratiopharm Ulm
PAHV,"GARBAJOSA, JORGE",Jorge Garbajosa,not_found,,,,,,,,
P000615,"GARCIA, ALEX",Alex Garcia,ambiguous,,,,,,,,69958:Alex Garcia:Bauru Basket; 235181:Alex Garcia:Tennessee State
P000018,"GARCIA, ANDER",Ander Garcia,ambiguous,,,,,,,,69958:Alex Garcia:Bauru Basket; 70025:Juan Garcia:None; 148409:David Jones-Garcia:San Antonio Spurs; 72517:Sergi Garcia:San Pablo Burgos; 191941:Reynaldo Garcia:Saga Ballooners; 109197:Dawson Garcia:Motor City Cruise; 71745:Aito Garcia Reneses:None; 71047:Tomás Bellas:None; 123403:Andersson Garcia:Mexico City Capitanes; 53117:Marc Garcia:Górnik Wałbrzych; 83591:Rafael Garcia:None; 85540:N. Del Val:None; 197033:Helinho Garcia:Franca; 172601:Miguel Garcia:None; 187893:Santiago Garcia:Cordon; 78456:Marc García Calvo:Fuenlabrada; 87437:Luis García:None; 125284:Gabriel Garcia:None; 149518:Jorge Garcia:None; 152505:Brian Garcia:Bigua; 156205:Leandro Garcia:None; 156353:Diego Garcia:Comunicaciones Mercedes; 156558:Marcelo Garcia:None; 197031:Danko Garcia:Leones De Quilpué; 200696:Sebastian Garcia:Trouville; 224811:Felipe Garcia:Club Atletico Welcome; 70879:Javier García Sánchez:None; 87793:Dani García:ICG Forca Lleida; 137658:Nestor Garcia:None; 149259:Gaston Garcia:San Martin de Corientes; 156542:Gaston Garcia:None; 231251:Sergio García:Gipuzkoa Basket; 155661:Javohn Garcia:McNeese State; 156556:Charlie Garcia:Defensor Sporting; 161469:Joaquin Garcia:None; 185374:Sergi Brugué Garcia:None; 217160:Luis Garcia:Freseros De Irapuato; 218367:Charles Garcia:Correcaminos UAT; 219694:Gonzalo Garcia:None; 228598:Santino Garcia:Union Atletica; 230648:Jared Garcia:Nebraska; 234041:Tjader Fernandez Garcia:None; 235181:Alex Garcia:Tennessee State; 235568:Nate Garcia:California Baptist
P003238,"GARCIA, ANGEL LUIS",Angel Luis Garcia,ambiguous,,,,,,,,69958:Alex Garcia:Bauru Basket; 70025:Juan Garcia:None; 148409:David Jones-Garcia:San Antonio Spurs; 72517:Sergi Garcia:San Pablo Burgos; 191941:Reynaldo Garcia:Saga Ballooners; 109197:Dawson Garcia:Motor City Cruise; 71745:Aito Garcia Reneses:None; 71047:Tomás Bellas:None; 123403:Andersson Garcia:Mexico City Capitanes; 53117:Marc Garcia:Górnik Wałbrzych; 83591:Rafael Garcia:None; 85540:N. Del Val:None; 197033:Helinho Garcia:Franca; 172601:Miguel Garcia:None; 187893:Santiago Garcia:Cordon; 78456:Marc García Calvo:Fuenlabrada; 87437:Luis García:None; 125284:Gabriel Garcia:None; 149518:Jorge Garcia:None; 152505:Brian Garcia:Bigua; 156205:Leandro Garcia:None; 156353:Diego Garcia:Comunicaciones Mercedes; 156558:Marcelo Garcia:None; 197031:Danko Garcia:Leones De Quilpué; 200696:Sebastian Garcia:Trouville; 224811:Felipe Garcia:Club Atletico Welcome; 70879:Javier García Sánchez:None; 87793:Dani García:ICG Forca Lleida; 137658:Nestor Garcia:None; 149259:Gaston Garcia:San Martin de Corientes; 156542:Gaston Garcia:None; 231251:Sergio García:Gipuzkoa Basket; 155661:Javohn Garcia:McNeese State; 156556:Charlie Garcia:Defensor Sporting; 161469:Joaquin Garcia:None; 185374:Sergi Brugué Garcia:None; 217160:Luis Garcia:Freseros De Irapuato; 218367:Charles Garcia:Correcaminos UAT; 219694:Gonzalo Garcia:None; 228598:Santino Garcia:Union Atletica; 230648:Jared Garcia:Nebraska; 234041:Tjader Fernandez Garcia:None; 235181:Alex Garcia:Tennessee State; 235568:Nate Garcia:California Baptist
