season_code,player_id,team_id,two_points_attempted,three_points_attempted,two_point_event_count,three_point_event_count,field_goal_attempts_season,field_goal_attempts_event,field_goal_attempts_diff
E2009,PTFU,PAR,104,69,104.0,69.0,173,173.0,0.0
E2010,PTFU,IST,56,29,56.0,29.0,85,85.0,0.0
E2023,P012740,PAM,41,86,41.0,86.0,127,127.0,0.0
E2010,P000702,CHO,86,27,86.0,27.0,113,113.0,0.0
E2008,P001354,LJU,34,7,34.0,7.0,41,41.0,0.0
E2012,P001354,SOP,27,26,27.0,26.0,53,53.0,0.0
E2025,P014008,PRS,184,198,184.0,198.0,382,382.0,0.0
E2017,P008003,KHI,126,1,141.0,1.0,127,142.0,-15.0
E2019,P008003,KHI,13,0,13.0,0.0,13,13.0,0.0
E2008,PJQS,MIL,54,0,54.0,0.0,54,54.0,0.0
E2009,PJQS,MIL,47,0,47.0,0.0,47,47.0,0.0
E2010,PJQS,MIL,52,1,52.0,1.0,53,53.0,0.0
E2011,PJQS,MIL,49,0,49.0,0.0,49,49.0,0.0
E2012,P002972,BAS,7,4,7.0,4.0,11,11.0,0.0
E2013,P002972,SIE,39,23,39.0,23.0,62,62.0,0.0
E2014,P002972,NOV,158,107,158.0,107.0,265,265.0,0.0
E2015,P002972,TEL,70,47,70.0,47.0,117,117.0,0.0
E2017,P002972,RED,185,123,185.0,123.0,308,308.0,0.0
E2019,P002972,OLY,45,34,45.0,34.0,79,79.0,0.0
E2020,P002972,RED,16,11,16.0,11.0,27,27.0,0.0
E2012,P001720,BAM,0,0,0.0,0.0,0,0.0,0.0
E2007,PAWS,MAL,50,53,50.0,53.0,103,103.0,0.0
E2008,PAWS,MAL,21,17,21.0,17.0,38,38.0,0.0
E2009,PAWS,MAL,28,31,28.0,31.0,59,59.0,0.0
E2010,PAWS,MAL,43,54,43.0,54.0,97,97.0,0.0
E2011,PAWS,MAL,30,44,30.0,44.0,74,74.0,0.0
E2010,PCVM,MAD,72,20,72.0,20.0,92,92.0,0.0
E2011,PCVM,MAD,49,32,49.0,32.0,81,81.0,0.0
E2012,PCVM,MAD,111,95,111.0,95.0,206,206.0,0.0
E2013,PCVM,MAD,150,138,150.0,138.0,288,288.0,0.0
E2014,PCVM,MAD,134,113,134.0,113.0,247,247.0,0.0
E2015,PCVM,MAD,97,127,97.0,127.0,224,224.0,0.0
E2017,PCVM,CSK,138,210,138.0,210.0,348,348.0,0.0
E2018,PCVM,CSK,131,171,131.0,171.0,302,302.0,0.0
E2019,PCVM,MIL,153,155,153.0,155.0,308,308.0,0.0
E2020,PCVM,MIL,105,175,105.0,175.0,280,280.0,0.0
E2021,PCVM,MIL,84,154,84.0,154.0,238,238.0,0.0
E2022,PCVM,MAD,79,87,79.0,87.0,166,166.0,0.0
E2023,PCVM,MAD,59,87,59.0,87.0,146,146.0,0.0
E2012,P002947,CED,0,0,0.0,0.0,0,0.0,0.0
E2023,P011085,BAS,49,73,49.0,73.0,122,122.0,0.0
E2024,P011085,BAS,93,147,93.0,147.0,240,240.0,0.0
E2025,P011085,PAN,68,81,68.0,81.0,149,149.0,0.0
E2017,P004974,TEL,129,76,129.0,76.0,205,205.0,0.0
E2018,P004974,TEL,136,86,136.0,86.0,222,222.0,0.0
E2019,P004974,MIL,84,89,84.0,89.0,173,173.0,0.0
E2020,P004974,MIL,58,69,58.0,69.0,127,127.0,0.0
E2007,P000717,SIE,11,2,11.0,2.0,13,13.0,0.0
E2017,P006737,MAL,0,0,0.0,0.0,0,0.0,0.0
E2007,PTFZ,SOP,32,22,32.0,22.0,54,54.0,0.0
E2012,PTFZ,SOP,1,1,1.0,1.0,2,2.0,0.0
E2011,P003451,LJU,58,2,58.0,2.0,60,60.0,0.0
E2012,P004158,TEL,12,9,12.0,9.0,21,21.0,0.0
E2011,P000498,MAL,81,17,81.0,17.0,98,98.0,0.0
E2023,P012779,OLY,0,0,0.0,0.0,0,0.0,0.0
E2007,PJJV,CIB,48,23,48.0,23.0,71,71.0,0.0
E2008,PJJV,CIB,57,31,57.0,31.0,88,88.0,0.0
E2009,PJJV,CIB,53,22,53.0,22.0,75,75.0,0.0
E2010,PJJV,CIB,0,0,0.0,0.0,0,0.0,0.0
E2009,P001900,MAL,16,3,16.0,3.0,19,19.0,0.0
E2010,P001900,MAL,21,17,21.0,17.0,38,38.0,0.0
E2008,PLFW,JOV,7,3,7.0,3.0,10,10.0,0.0
E2009,PLFW,BAR,55,53,55.0,53.0,108,108.0,0.0
E2010,PLFW,BAR,51,49,51.0,49.0,100,100.0,0.0
E2023,PLFW,BAR,40,22,40.0,22.0,62,62.0,0.0
E2017,P006477,BAM,182,19,182.0,19.0,201,201.0,0.0
E2019,P006477,OLY,78,16,78.0,16.0,94,94.0,0.0
E2020,P006477,ZAL,173,15,173.0,15.0,188,188.0,0.0
E2021,P006477,MUN,228,45,228.0,45.0,273,273.0,0.0
E2022,P006477,MUN,116,20,116.0,20.0,136,136.0,0.0
E2020,P009299,ZAL,0,0,0.0,0.0,0,0.0,0.0
E2025,P009299,ZAL,9,16,9.0,16.0,25,25.0,0.0
E2020,P007645,MUN,0,0,0.0,0.0,0,0.0,0.0
E2016,P006536,TEL,151,88,151.0,88.0,239,239.0,0.0
E2017,P006536,CSK,12,14,12.0,14.0,26,26.0,0.0
E2008,PJZH,LJU,27,19,27.0,19.0,46,46.0,0.0
E2017,PJZH,PAM,13,21,13.0,21.0,34,34.0,0.0
E2023,P011630,BER,0,0,0.0,0.0,0,0.0,0.0
E2012,P003283,LJU,7,6,7.0,6.0,13,13.0,0.0
E2007,PTEZ,ROA,99,89,99.0,89.0,188,188.0,0.0
E2012,PTEZ,CHL,36,52,36.0,52.0,88,88.0,0.0
E2025,P014177,DUB,1,6,1.0,6.0,7,7.0,0.0
E2009,000000,SIE,0,0,0.0,0.0,0,0.0,0.0
E2018,P008856,ZAL,0,0,0.0,0.0,0,0.0,0.0
E2013,P004485,MAL,46,0,46.0,0.0,46,46.0,0.0
E2014,P004380,SAS,3,15,3.0,15.0,18,18.0,0.0
E2015,P004380,SAS,13,15,13.0,15.0,28,28.0,0.0
E2008,PBGO,BAR,18,24,18.0,24.0,42,42.0,0.0
E2009,PBGO,BAR,20,15,20.0,15.0,35,35.0,0.0
E2010,PBGO,BAR,24,22,24.0,22.0,46,46.0,0.0
E2011,PBGO,BAR,43,23,43.0,23.0,66,66.0,0.0
E2012,PBGO,BAR,74,34,74.0,34.0,108,108.0,0.0
E2013,PBGO,BAR,59,15,59.0,15.0,74,74.0,0.0
E2009,P001839,ORL,0,1,0.0,1.0,1,1.0,0.0
E2020,P007679,TEL,3,3,3.0,3.0,6,6.0,0.0
E2015,P005519,ZAL,14,0,14.0,0.0,14,14.0,0.0
E2017,P005519,ZAL,4,0,4.0,0.0,4,4.0,0.0
E2018,P008854,PAN,0,0,0.0,0.0,0,0.0,0.0
E2024,P010545,ASV,185,0,185.0,0.0,185,185.0,0.0
E2025,P010545,PAM,142,0,142.0,0.0,142,142.0,0.0
E2008,PJAB,PAN,6,19,6.0,19.0,25,25.0,0.0
E2007,PANY,ZAL,26,20,26.0,20.0,46,46.0,0.0
E2008,PANY,ZAL,51,46,51.0,46.0,97,97.0,0.0
E2009,PANY,ZAL,83,56,83.0,56.0,139,139.0,0.0
E2010,PANY,ZAL,32,15,32.0,15.0,47,47.0,0.0
E2011,PANY,ZAL,18,16,18.0,16.0,34,34.0,0.0
E2013,PANY,NIK,25,18,25.0,18.0,43,43.0,0.0
E2013,P003712,PAR,5,1,5.0,1.0,6,6.0,0.0
E2010,P002820,LJU,5,12,5.0,12.0,17,17.0,0.0
E2011,P002820,LJU,20,36,20.0,36.0,56,56.0,0.0
E2012,P002820,LJU,14,40,14.0,40.0,54,54.0,0.0
E2017,P002820,MAL,46,105,46.0,105.0,151,151.0,0.0
E2007,PTEU,ROA,149,83,149.0,83.0,232,232.0,0.0
E2024,P007579,BAS,81,30,81.0,30.0,111,111.0,0.0
E2025,P007579,BAS,15,8,15.0,8.0,23,23.0,0.0
E2012,PAZW,LIE,46,0,46.0,0.0,46,46.0,0.0
E2023,P007550,BER,35,15,35.0,15.0,50,50.0,0.0
E2024,P007550,BER,30,15,30.0,15.0,45,45.0,0.0
E2009,P001998,MAD,0,0,0.0,0.0,0,0.0,0.0
E2008,PLEZ,BAR,3,1,3.0,1.0,4,4.0,0.0
E2011,PLEZ,BIL,0,0,0.0,0.0,0,0.0,0.0
E2010,P002825,ZAL,1,0,1.0,0.0,1,1.0,0.0
E2008,PLNY,NAN,54,7,54.0,7.0,61,61.0,0.0
E2009,PLNY,ASV,25,1,25.0,1.0,26,26.0,0.0
E2011,PLNY,NAN,52,8,52.0,8.0,60,60.0,0.0
E2022,P011442,PAN,3,0,3.0,0.0,3,3.0,0.0
E2023,P011442,PAN,1,1,1.0,1.0,2,2.0,0.0
E2024,P011442,PAN,1,3,1.0,3.0,4,4.0,0.0
E2025,P011442,PAN,11,12,11.0,12.0,23,23.0,0.0
E2011,PKVK,UNK,25,39,25.0,39.0,64,64.0,0.0
E2013,P005269,MIL,170,9,170.0,9.0,179,179.0,0.0
E2014,P005269,MIL,169,30,169.0,30.0,199,199.0,0.0
E2015,P005269,BAR,102,5,102.0,5.0,107,107.0,0.0
E2019,P008177,ULK,1,1,1.0,1.0,2,2.0,0.0
E2009,P001937,ASV,0,0,0.0,0.0,0,0.0,0.0
E2007,PAZU,BAR,46,60,46.0,60.0,106,106.0,0.0
E2008,PAZU,MAD,10,10,10.0,10.0,20,20.0,0.0
E2007,PLTZ,MAL,11,18,11.0,18.0,29,29.0,0.0
E2013,P005001,BAM,42,20,42.0,20.0,62,62.0,0.0
E2014,P005001,SAS,53,43,53.0,43.0,96,96.0,0.0
E2016,P005001,MIL,147,96,147.0,96.0,243,243.0,0.0
E2017,P005001,BAR,78,48,78.0,48.0,126,126.0,0.0
E2008,P000518,BAS,41,21,41.0,21.0,62,62.0,0.0
E2009,P000518,BAS,85,68,85.0,68.0,153,153.0,0.0
E2010,P000518,BAS,107,60,107.0,60.0,167,167.0,0.0
E2011,P000518,BAS,54,35,54.0,35.0,89,89.0,0.0
E2012,P000518,BAS,129,80,129.0,80.0,209,209.0,0.0
E2013,P000518,BAS,74,69,74.0,69.0,143,143.0,0.0
E2014,P000518,BAS,111,91,111.0,91.0,202,202.0,0.0
E2017,P000518,PAM,79,72,79.0,72.0,151,151.0,0.0
E2019,P000518,PAM,59,62,59.0,62.0,121,121.0,0.0
E2020,P000518,PAM,52,47,52.0,47.0,99,99.0,0.0
E2008,PJJN,MIL,26,25,26.0,25.0,51,51.0,0.0
E2012,P004164,SIE,90,26,90.0,26.0,116,116.0,0.0
E2014,P004164,UNK,15,5,15.0,5.0,20,20.0,0.0
E2012,P003097,ULK,0,0,0.0,0.0,0,0.0,0.0
E2011,P002968,GAL,5,0,5.0,0.0,5,5.0,0.0
E2018,P002968,IST,8,1,8.0,1.0,9,9.0,0.0
E2019,P002968,IST,84,7,84.0,7.0,91,91.0,0.0
E2020,P002968,IST,127,43,127.0,43.0,170,170.0,0.0
E2021,P002968,BAR,111,56,111.0,56.0,167,167.0,0.0
E2022,P002968,BAR,106,83,106.0,83.0,189,189.0,0.0
E2023,P002968,ULK,81,57,81.0,57.0,138,138.0,0.0
E2024,P002968,ULK,68,61,68.0,61.0,129,129.0,0.0
E2025,P002968,DUB,6,3,6.0,3.0,9,9.0,0.0
E2008,P001197,MAD,0,0,0.0,0.0,0,0.0,0.0
E2007,PKML,MAL,84,0,84.0,0.0,84,84.0,0.0
E2008,PKML,BAR,104,1,104.0,1.0,105,105.0,0.0
E2009,PKML,IST,41,2,41.0,2.0,43,43.0,0.0
E2010,PKML,CHA,42,0,42.0,0.0,42,42.0,0.0
E2025,P013289,TEL,92,60,92.0,60.0,152,152.0,0.0
E2014,P010657,MAL,0,0,0.0,0.0,0,0.0,0.0
E2019,P007869,CSK,34,23,34.0,23.0,57,57.0,0.0
E2020,P007869,PAN,80,112,80.0,112.0,192,192.0,0.0
E2021,P007869,PAN,109,83,109.0,83.0,192,192.0,0.0
E2011,P002392,MAD,2,3,2.0,3.0,5,5.0,0.0
E2008,P000919,LJU,17,19,17.0,19.0,36,36.0,0.0
E2014,P002013,KLA,2,1,2.0,1.0,3,3.0,0.0
E2020,P010327,RED,0,0,0.0,0.0,0,0.0,0.0
E2021,P010182,ZAL,0,0,0.0,0.0,0,0.0,0.0
E2011,P003112,ZAG,9,6,9.0,6.0,15,15.0,0.0
E2014,P003112,IST,148,62,148.0,62.0,210,210.0,0.0
E2015,P003112,IST,134,72,134.0,72.0,206,206.0,0.0
E2023,P011666,BAR,1,2,1.0,2.0,3,3.0,0.0
E2024,P011666,BAR,11,8,11.0,8.0,19,19.0,0.0
E2017,P002936,PAM,38,39,38.0,39.0,77,77.0,0.0
E2019,P002936,PAM,17,18,17.0,18.0,35,35.0,0.0
E2020,P002936,PAM,33,39,33.0,39.0,72,72.0,0.0
E2014,P002939,BAR,88,46,88.0,46.0,134,134.0,0.0
E2015,P002939,BAR,127,71,127.0,71.0,198,198.0,0.0
E2022,P002939,BAR,134,76,134.0,76.0,210,210.0,0.0
E2023,P002939,BAR,114,101,114.0,101.0,215,215.0,0.0
E2024,P002939,BAR,130,72,130.0,72.0,202,202.0,0.0
E2025,P002939,BAR,89,94,89.0,94.0,183,183.0,0.0
E2007,PLMO,SIE,136,72,136.0,72.0,208,208.0,0.0
E2008,PLMO,SIE,95,50,95.0,50.0,145,145.0,0.0
E2009,PLMO,SIE,95,48,95.0,48.0,143,143.0,0.0
E2010,PLMO,PAN,96,49,96.0,49.0,145,145.0,0.0
E2011,PLMO,PAN,85,49,85.0,49.0,134,134.0,0.0
E2012,PLMO,ULK,103,44,103.0,44.0,147,147.0,0.0
E2014,PLMO,PAM,34,24,34.0,24.0,58,58.0,0.0
E2010,PKOD,PAM,127,74,127.0,74.0,201,201.0,0.0
E2011,PKOD,IST,74,58,74.0,58.0,132,132.0,0.0
E2012,PKOD,IST,156,75,156.0,75.0,231,231.0,0.0
E2013,PKOD,IST,150,64,150.0,64.0,214,214.0,0.0
E2014,PKOD,MUN,63,39,63.0,39.0,102,102.0,0.0
E2015,PKOD,MUN,55,40,55.0,40.0,95,95.0,0.0
E2007,PJPF,ULK,88,16,88.0,16.0,104,104.0,0.0
E2008,PJPF,ULK,84,17,84.0,17.0,101,101.0,0.0
E2009,PJPF,ULK,45,5,45.0,5.0,50,50.0,0.0
E2010,PJPF,ULK,76,2,76.0,2.0,78,78.0,0.0
E2011,PJPF,ULK,81,0,81.0,0.0,81,81.0,0.0
E2012,PJPF,ULK,89,3,89.0,3.0,92,92.0,0.0
E2013,PJPF,ULK,13,0,13.0,0.0,13,13.0,0.0
E2014,PJPF,ULK,91,0,91.0,0.0,91,91.0,0.0
E2015,PJPF,DAR,6,0,6.0,0.0,6,6.0,0.0
E2016,PJPF,DAR,15,0,15.0,0.0,15,15.0,0.0
E2018,PJPF,DAR,121,0,121.0,0.0,121,121.0,0.0
E2014,P004946,NOV,11,4,11.0,4.0,15,15.0,0.0
E2024,P010784,BAS,3,8,3.0,8.0,11,11.0,0.0
E2011,PJMR,GAL,11,7,11.0,7.0,18,18.0,0.0
E2013,PJMR,MUN,69,30,69.0,30.0,99,99.0,0.0
E2007,PALR,CSK,21,0,21.0,0.0,21,21.0,0.0
E2008,PALR,CSK,26,0,26.0,0.0,26,26.0,0.0
E2010,PALR,KHI,22,0,22.0,0.0,22,22.0,0.0
E2011,PALR,UNK,55,0,55.0,0.0,55,55.0,0.0
E2017,P006693,IST,3,2,3.0,2.0,5,5.0,0.0
E2018,P006693,IST,0,0,0.0,0.0,0,0.0,0.0
E2019,P006693,IST,1,0,1.0,0.0,1,1.0,0.0
E2020,P006693,IST,2,1,2.0,1.0,3,3.0,0.0
E2021,P006693,IST,0,0,0.0,0.0,0,0.0,0.0
E2009,P000540,OLD,57,11,57.0,11.0,68,68.0,0.0
E2011,P000540,CTU,21,3,21.0,3.0,24,24.0,0.0
E2012,P000540,CTU,8,0,8.0,0.0,8,8.0,0.0
E2012,PBGQ,BER,36,82,36.0,82.0,118,118.0,0.0
E2013,PBGQ,MUN,34,79,34.0,79.0,113,113.0,0.0
E2014,PBGQ,MUN,16,39,16.0,39.0,55,55.0,0.0
E2015,PBGQ,LMG,17,51,17.0,51.0,68,68.0,0.0
E2007,PTET,BAM,0,0,0.0,0.0,0,0.0,0.0
E2012,P000357,CHL,74,44,74.0,44.0,118,118.0,0.0
E2013,P000357,RED,64,29,64.0,29.0,93,93.0,0.0
E2016,P000357,GAL,138,71,138.0,71.0,209,209.0,0.0
E2021,P008823,MUN,13,0,13.0,0.0,13,13.0,0.0
E2011,P001468,BAM,0,0,0.0,0.0,0,0.0,0.0
E2012,P001468,BAM,10,7,10.0,7.0,17,17.0,0.0
E2013,P001468,BAM,2,1,2.0,1.0,3,3.0,0.0
E2019,P006251,BER,13,38,13.0,38.0,51,51.0,0.0
E2020,P006251,BER,47,44,47.0,44.0,91,91.0,0.0
E2021,P006251,BER,27,41,27.0,41.0,68,68.0,0.0
E2022,P006251,BER,26,37,26.0,37.0,63,63.0,0.0
E2023,P006251,BER,60,81,60.0,81.0,141,141.0,0.0
E2024,P006251,BER,73,89,73.0,89.0,162,162.0,0.0
E2024,P013372,ASV,8,22,8.0,22.0,30,30.0,0.0
E2008,PJXX,OLY,36,1,36.0,1.0,37,37.0,0.0
E2009,PJXX,OLY,83,0,83.0,0.0,83,83.0,0.0
E2010,PJXX,TEL,172,0,172.0,0.0,172,172.0,0.0
E2011,PJXX,TEL,116,0,116.0,0.0,116,116.0,0.0
E2012,PJXX,PAN,125,0,125.0,0.0,125,125.0,0.0
E2013,PJXX,TEL,181,0,181.0,0.0,181,181.0,0.0
E2014,PJXX,TEL,123,0,123.0,0.0,123,123.0,0.0
E2015,PJXX,RED,8,0,8.0,0.0,8,8.0,0.0
E2021,P011234,BER,0,0,0.0,0.0,0,0.0,0.0
E2022,P011234,BER,1,1,1.0,1.0,2,2.0,0.0
E2012,PAQX,BER,18,18,18.0,18.0,36,36.0,0.0
E2011,P003424,TEL,1,4,1.0,4.0,5,5.0,0.0
E2009,PKFH,ORL,4,13,4.0,13.0,17,17.0,0.0
E2019,PAJG,MIL,148,68,148.0,68.0,216,216.0,0.0
E2023,P012729,ASV,132,108,132.0,108.0,240,240.0,0.0
E2016,P007230,BAS,9,1,9.0,1.0,10,10.0,0.0
E2018,P007230,BAS,3,0,3.0,0.0,3,3.0,0.0
E2020,P007230,BAS,53,30,53.0,30.0,83,83.0,0.0
E2021,P007230,BAS,55,48,55.0,48.0,103,103.0,0.0
E2022,P007230,BAS,54,28,54.0,28.0,82,82.0,0.0
E2023,P007230,BAS,142,54,142.0,54.0,196,196.0,0.0
E2024,P007230,BAS,81,45,81.0,45.0,126,126.0,0.0
E2025,P007230,BAS,37,46,37.0,46.0,83,83.0,0.0
E2016,P004862,TEL,75,62,75.0,62.0,137,137.0,0.0
E2020,P004862,MUN,76,66,76.0,66.0,142,142.0,0.0
E2022,P004862,MUN,38,29,38.0,29.0,67,67.0,0.0
E2011,PBIX,ULK,37,14,37.0,14.0,51,51.0,0.0
E2012,P004161,TEL,1,1,1.0,1.0,2,2.0,0.0
E2015,P004161,TEL,1,0,1.0,0.0,1,1.0,0.0
E2016,P004161,TEL,11,0,11.0,0.0,11,11.0,0.0
E2017,P004161,TEL,17,1,17.0,1.0,18,18.0,0.0
E2025,P004161,HTA,1,0,1.0,0.0,1,1.0,0.0
E2018,P000532,BUD,10,3,10.0,3.0,13,13.0,0.0
E2018,P000202,BUD,4,55,4.0,55.0,59,59.0,0.0
E2007,PKNO,OLY,0,1,0.0,1.0,1,1.0,0.0
E2012,PKNO,LIE,81,28,81.0,28.0,109,109.0,0.0
E2013,PKNO,LIE,68,26,68.0,26.0,94,94.0,0.0
E2015,PKNO,ZAL,93,47,93.0,47.0,140,140.0,0.0
E2016,PKNO,ZAL,49,24,49.0,24.0,73,73.0,0.0
E2015,P001171,MUN,0,0,0.0,0.0,0,0.0,0.0
E2014,P005756,BER,2,0,2.0,0.0,2,2.0,0.0
E2007,PAFB,MAD,56,2,56.0,2.0,58,58.0,0.0
E2008,PAFB,BER,20,0,20.0,0.0,20,20.0,0.0
E2013,PAFB,ULK,8,0,8.0,0.0,8,8.0,0.0
E2025,P014088,ASV,53,169,53.0,169.0,222,222.0,0.0
E2016,P005681,BAR,0,0,0.0,0.0,0,0.0,0.0
E2015,PBTO,KSK,5,4,5.0,4.0,9,9.0,0.0
E2011,P001948,BAS,49,0,49.0,0.0,49,49.0,0.0
E2017,P001948,BAR,125,1,125.0,1.0,126,126.0,0.0
E2018,P001948,BAR,152,0,152.0,0.0,152,152.0,0.0
E2007,PBAO,ARI,8,20,8.0,20.0,28,28.0,0.0
E2009,P001901,MAL,0,0,0.0,0.0,0,0.0,0.0
E2007,PLGS,MIL,79,57,79.0,57.0,136,136.0,0.0
E2008,PLGS,BER,69,51,69.0,51.0,120,120.0,0.0
E2013,P002807,LIE,0,0,0.0,0.0,0,0.0,0.0
E2018,P009030,TEL,14,6,14.0,6.0,20,20.0,0.0
E2023,P011980,ULK,34,65,34.0,65.0,99,99.0,0.0
E2025,P011980,MIL,11,19,11.0,19.0,30,30.0,0.0
E2025,P011980,PAM,3,10,3.0,10.0,13,13.0,0.0
E2009,P001885,SOP,1,6,1.0,6.0,7,7.0,0.0
E2011,P001885,SOP,7,38,7.0,38.0,45,45.0,0.0
E2024,P012612,PRS,5,0,5.0,0.0,5,5.0,0.0
E2025,P012612,PRS,13,0,13.0,0.0,13,13.0,0.0
E2007,P000668,SOP,42,13,42.0,13.0,55,55.0,0.0
E2008,P000668,BAS,28,12,28.0,12.0,40,40.0,0.0
E2014,P000668,KLA,70,21,70.0,21.0,91,91.0,0.0
E2013,P005165,PAN,0,0,0.0,0.0,0,0.0,0.0
E2020,P010653,KHI,12,0,12.0,0.0,12,12.0,0.0
E2007,PAOU,TEL,31,52,31.0,52.0,83,83.0,0.0
E2008,PAOU,TEL,4,16,4.0,16.0,20,20.0,0.0
E2009,PAOU,TEL,0,6,0.0,6.0,6,6.0,0.0
E2010,PAOU,TEL,4,3,4.0,3.0,7,7.0,0.0
E2020,P010771,CSK,0,0,0.0,0.0,0,0.0,0.0
E2007,PCUG,MIL,29,0,29.0,0.0,29,29.0,0.0
E2021,P011202,ULK,43,23,43.0,23.0,66,66.0,0.0
E2024,P011202,TEL,44,57,44.0,57.0,101,101.0,0.0
E2015,PKLN,KHI,1,1,1.0,1.0,2,2.0,0.0
E2011,P001133,CHA,48,14,48.0,14.0,62,62.0,0.0
E2014,P001133,BAS,148,35,148.0,35.0,183,183.0,0.0
E2015,P001133,BAS,41,14,41.0,14.0,55,55.0,0.0
E2016,P001133,BAS,154,24,154.0,24.0,178,178.0,0.0
E2017,P001133,BAS,251,46,251.0,46.0,297,297.0,0.0
E2018,P001133,BAS,135,28,135.0,28.0,163,163.0,0.0
E2019,P001133,BAS,232,87,232.0,87.0,319,319.0,0.0
E2020,P001133,CSK,240,92,240.0,92.0,332,332.0,0.0
E2021,P001133,CSK,111,41,111.0,41.0,152,152.0,0.0
E2022,P001133,VIR,129,26,129.0,26.0,155,155.0,0.0
E2023,P001133,VIR,248,98,248.0,98.0,346,346.0,0.0
E2024,P001133,VIR,240,69,240.0,69.0,309,309.0,0.0
E2025,P001133,BAR,220,63,220.0,63.0,283,283.0,0.0
E2008,P001386,PAN,3,1,3.0,1.0,4,4.0,0.0
E2009,P001386,PAN,26,1,26.0,1.0,27,27.0,0.0
E2010,P001386,LJU,56,4,56.0,4.0,60,60.0,0.0
E2011,P001386,CTU,94,0,94.0,0.0,94,94.0,0.0
E2012,P001386,OLY,44,0,44.0,0.0,44,44.0,0.0
E2012,P001386,TEL,25,0,25.0,0.0,25,25.0,0.0
E2013,P001386,OLY,24,0,24.0,0.0,24,24.0,0.0
E2017,P001386,MAL,100,1,100.0,1.0,101,101.0,0.0
E2019,P006713,DYR,0,0,0.0,0.0,0,0.0,0.0
E2018,P007831,BAS,170,73,170.0,73.0,243,243.0,0.0
E2019,P007831,BAS,129,81,129.0,81.0,210,210.0,0.0
E2020,P007831,MIL,227,125,227.0,125.0,352,352.0,0.0
E2021,P007831,MIL,165,98,165.0,98.0,263,263.0,0.0
E2022,P007831,MIL,38,29,38.0,29.0,67,67.0,0.0
E2023,P007831,MIL,144,190,144.0,190.0,334,334.0,0.0
E2024,P007831,MIL,141,102,141.0,102.0,243,243.0,0.0
E2025,P007831,MIL,158,179,158.0,179.0,337,337.0,0.0
E2011,P002973,GAL,75,35,75.0,35.0,110,110.0,0.0
E2012,P002973,IST,82,57,82.0,57.0,139,139.0,0.0
E2008,PBUA,MAL,10,3,10.0,3.0,13,13.0,0.0
E2024,P012608,PRS,444,83,444.0,83.0,527,527.0,0.0
E2025,P012608,PAN,249,48,249.0,48.0,297,297.0,0.0
E2013,PLKZ,CSK,1,0,1.0,0.0,1,1.0,0.0
E2015,PLKZ,TIV,0,0,0.0,0.0,0,0.0,0.0
E2011,P003437,NAN,63,23,63.0,23.0,86,86.0,0.0
E2008,PKNH,IST,28,10,28.0,10.0,38,38.0,0.0
E2009,PKNH,IST,44,42,44.0,42.0,86,86.0,0.0
E2011,PKNH,GAL,56,57,56.0,57.0,113,113.0,0.0
E2007,PKVZ,CSK,5,8,5.0,8.0,13,13.0,0.0
E2008,PKVZ,CSK,0,1,0.0,1.0,1,1.0,0.0
E2009,PKVZ,CSK,1,0,1.0,0.0,1,1.0,0.0
E2010,PKVZ,CSK,11,9,11.0,9.0,20,20.0,0.0
E2011,PKVZ,CSK,91,67,91.0,67.0,158,158.0,0.0
E2015,PKVZ,KHI,144,164,144.0,164.0,308,308.0,0.0
E2017,PKVZ,KHI,263,324,263.0,324.0,587,587.0,0.0
E2018,PKVZ,KHI,82,139,82.0,139.0,221,221.0,0.0
E2019,PKVZ,KHI,186,252,186.0,252.0,438,438.0,0.0
E2020,PKVZ,KHI,165,216,165.0,216.0,381,381.0,0.0
E2021,PKVZ,CSK,108,126,108.0,126.0,234,234.0,0.0
E2019,P006589,BER,137,67,137.0,67.0,204,204.0,0.0
E2020,P006589,BER,139,57,139.0,57.0,196,196.0,0.0
E2021,P006589,BER,162,56,162.0,56.0,218,218.0,0.0
E2022,P006589,BER,152,49,152.0,49.0,201,201.0,0.0
E2023,P006589,OLY,40,7,40.0,7.0,47,47.0,0.0
E2008,P001211,SOP,2,1,2.0,1.0,3,3.0,0.0
E2011,P001211,SOP,1,0,1.0,0.0,1,1.0,0.0
E2010,P002007,LIE,1,2,1.0,2.0,3,3.0,0.0
E2025,P014220,ULK,44,0,44.0,0.0,44,44.0,0.0
E2015,P005618,RED,3,7,3.0,7.0,10,10.0,0.0
E2016,P005618,RED,3,2,3.0,2.0,5,5.0,0.0
E2019,P005618,RED,24,31,24.0,31.0,55,55.0,0.0
E2020,P005618,RED,0,2,0.0,2.0,2,2.0,0.0
E2025,P005596,PAM,12,3,12.0,3.0,15,15.0,0.0
E2010,P001129,PAM,13,2,13.0,2.0,15,15.0,0.0
E2013,P005163,OLY,57,1,57.0,1.0,58,58.0,0.0
E2014,P005163,OLY,0,0,0.0,0.0,0,0.0,0.0
E2008,PLOL,TEL,21,17,21.0,17.0,38,38.0,0.0
E2025,P014152,BAS,145,101,145.0,101.0,246,246.0,0.0
E2011,PCPR,ZAG,68,44,68.0,44.0,112,112.0,0.0
E2012,PCPR,MAL,74,100,74.0,100.0,174,174.0,0.0
E2013,PCPR,TIV,90,97,90.0,97.0,187,187.0,0.0
E2015,PCPR,MIL,45,59,45.0,59.0,104,104.0,0.0
